   Elapsed time	   MLII	     V5
       0:02.044	 -0.400	 -0.345
       0:02.047	 -0.405	 -0.355
       0:02.050	 -0.385	 -0.350
       0:02.053	 -0.400	 -0.345
       0:02.056	 -0.390	 -0.360
       0:02.058	 -0.390	 -0.370
       0:02.061	 -0.400	 -0.375
       0:02.064	 -0.415	 -0.385
       0:02.067	 -0.405	 -0.370
       0:02.069	 -0.405	 -0.370
       0:02.072	 -0.410	 -0.385
       0:02.075	 -0.415	 -0.400
       0:02.078	 -0.420	 -0.415
       0:02.081	 -0.420	 -0.405
       0:02.083	 -0.425	 -0.410
       0:02.086	 -0.415	 -0.390
       0:02.089	 -0.415	 -0.405
       0:02.092	 -0.410	 -0.410
       0:02.094	 -0.435	 -0.425
       0:02.097	 -0.430	 -0.420
       0:02.100	 -0.435	 -0.410
       0:02.103	 -0.420	 -0.405
       0:02.106	 -0.420	 -0.400
       0:02.108	 -0.420	 -0.400
       0:02.111	 -0.420	 -0.405
       0:02.114	 -0.425	 -0.385
       0:02.117	 -0.425	 -0.365
       0:02.119	 -0.415	 -0.345
       0:02.122	 -0.395	 -0.335
       0:02.125	 -0.395	 -0.325
       0:02.128	 -0.390	 -0.310
       0:02.131	 -0.375	 -0.295
       0:02.133	 -0.360	 -0.275
       0:02.136	 -0.340	 -0.255
       0:02.139	 -0.335	 -0.250
       0:02.142	 -0.330	 -0.240
       0:02.144	 -0.335	 -0.245
       0:02.147	 -0.335	 -0.230
       0:02.150	 -0.325	 -0.205
       0:02.153	 -0.320	 -0.200
       0:02.156	 -0.305	 -0.200
       0:02.158	 -0.305	 -0.205
       0:02.161	 -0.315	 -0.210
       0:02.164	 -0.310	 -0.220
       0:02.167	 -0.305	 -0.195
       0:02.169	 -0.300	 -0.190
       0:02.172	 -0.300	 -0.200
       0:02.175	 -0.300	 -0.200
       0:02.178	 -0.310	 -0.210
       0:02.181	 -0.310	 -0.200
       0:02.183	 -0.310	 -0.190
       0:02.186	 -0.315	 -0.175
       0:02.189	 -0.300	 -0.200
       0:02.192	 -0.305	 -0.205
       0:02.194	 -0.315	 -0.210
       0:02.197	 -0.320	 -0.200
       0:02.200	 -0.325	 -0.200
       0:02.203	 -0.310	 -0.180
       0:02.206	 -0.305	 -0.190
       0:02.208	 -0.305	 -0.190
       0:02.211	 -0.320	 -0.205
       0:02.214	 -0.325	 -0.205
       0:02.217	 -0.305	 -0.195
       0:02.219	 -0.310	 -0.185
       0:02.222	 -0.295	 -0.190
       0:02.225	 -0.310	 -0.190
       0:02.228	 -0.325	 -0.210
       0:02.231	 -0.330	 -0.210
       0:02.233	 -0.320	 -0.205
       0:02.236	 -0.320	 -0.205
       0:02.239	 -0.320	 -0.200
       0:02.242	 -0.325	 -0.215
       0:02.244	 -0.350	 -0.225
       0:02.247	 -0.350	 -0.210
       0:02.250	 -0.340	 -0.210
       0:02.253	 -0.335	 -0.210
       0:02.256	 -0.330	 -0.215
       0:02.258	 -0.335	 -0.225
       0:02.261	 -0.340	 -0.225
       0:02.264	 -0.360	 -0.230
       0:02.267	 -0.350	 -0.210
       0:02.269	 -0.350	 -0.210
       0:02.272	 -0.355	 -0.230
       0:02.275	 -0.360	 -0.250
       0:02.278	 -0.355	 -0.250
       0:02.281	 -0.365	 -0.245
       0:02.283	 -0.355	 -0.230
       0:02.286	 -0.350	 -0.215
       0:02.289	 -0.340	 -0.230
       0:02.292	 -0.355	 -0.240
       0:02.294	 -0.350	 -0.245
       0:02.297	 -0.365	 -0.245
       0:02.300	 -0.365	 -0.240
       0:02.303	 -0.350	 -0.215
       0:02.306	 -0.355	 -0.225
       0:02.308	 -0.350	 -0.240
       0:02.311	 -0.370	 -0.240
       0:02.314	 -0.380	 -0.245
       0:02.317	 -0.370	 -0.240
       0:02.319	 -0.360	 -0.230
       0:02.322	 -0.365	 -0.235
       0:02.325	 -0.360	 -0.240
       0:02.328	 -0.365	 -0.230
       0:02.331	 -0.380	 -0.250
       0:02.333	 -0.370	 -0.225
       0:02.336	 -0.365	 -0.215
       0:02.339	 -0.350	 -0.230
       0:02.342	 -0.350	 -0.240
       0:02.344	 -0.350	 -0.250
       0:02.347	 -0.370	 -0.265
       0:02.350	 -0.365	 -0.230
       0:02.353	 -0.345	 -0.220
       0:02.356	 -0.345	 -0.235
       0:02.358	 -0.340	 -0.225
       0:02.361	 -0.355	 -0.235
       0:02.364	 -0.365	 -0.235
       0:02.367	 -0.360	 -0.225
       0:02.369	 -0.355	 -0.225
       0:02.372	 -0.355	 -0.215
       0:02.375	 -0.355	 -0.225
       0:02.378	 -0.375	 -0.235
       0:02.381	 -0.385	 -0.230
       0:02.383	 -0.355	 -0.225
       0:02.386	 -0.360	 -0.225
       0:02.389	 -0.355	 -0.225
       0:02.392	 -0.360	 -0.225
       0:02.394	 -0.360	 -0.230
       0:02.397	 -0.370	 -0.230
       0:02.400	 -0.360	 -0.215
       0:02.403	 -0.345	 -0.210
       0:02.406	 -0.355	 -0.225
       0:02.408	 -0.345	 -0.240
       0:02.411	 -0.345	 -0.235
       0:02.414	 -0.345	 -0.240
       0:02.417	 -0.340	 -0.225
       0:02.419	 -0.310	 -0.215
       0:02.422	 -0.305	 -0.220
       0:02.425	 -0.305	 -0.220
       0:02.428	 -0.310	 -0.230
       0:02.431	 -0.305	 -0.230
       0:02.433	 -0.290	 -0.205
       0:02.436	 -0.285	 -0.200
       0:02.439	 -0.275	 -0.205
       0:02.442	 -0.280	 -0.195
       0:02.444	 -0.280	 -0.210
       0:02.447	 -0.275	 -0.205
       0:02.450	 -0.265	 -0.190
       0:02.453	 -0.255	 -0.185
       0:02.456	 -0.245	 -0.200
       0:02.458	 -0.260	 -0.195
       0:02.461	 -0.265	 -0.200
       0:02.464	 -0.275	 -0.190
       0:02.467	 -0.280	 -0.170
       0:02.469	 -0.265	 -0.140
       0:02.472	 -0.270	 -0.165
       0:02.475	 -0.275	 -0.165
       0:02.478	 -0.280	 -0.185
       0:02.481	 -0.275	 -0.180
       0:02.483	 -0.280	 -0.170
       0:02.486	 -0.275	 -0.150
       0:02.489	 -0.265	 -0.165
       0:02.492	 -0.255	 -0.180
       0:02.494	 -0.240	 -0.200
       0:02.497	 -0.260	 -0.210
       0:02.500	 -0.280	 -0.210
       0:02.503	 -0.310	 -0.185
       0:02.506	 -0.310	 -0.190
       0:02.508	 -0.345	 -0.200
       0:02.511	 -0.360	 -0.215
       0:02.514	 -0.380	 -0.220
       0:02.517	 -0.385	 -0.210
       0:02.519	 -0.380	 -0.195
       0:02.522	 -0.370	 -0.205
       0:02.525	 -0.375	 -0.220
       0:02.528	 -0.385	 -0.225
       0:02.531	 -0.390	 -0.230
       0:02.533	 -0.395	 -0.220
       0:02.536	 -0.385	 -0.210
       0:02.539	 -0.385	 -0.210
       0:02.542	 -0.385	 -0.230
       0:02.544	 -0.395	 -0.235
       0:02.547	 -0.405	 -0.230
       0:02.550	 -0.400	 -0.225
       0:02.553	 -0.375	 -0.215
       0:02.556	 -0.375	 -0.220
       0:02.558	 -0.390	 -0.220
       0:02.561	 -0.395	 -0.230
       0:02.564	 -0.415	 -0.240
       0:02.567	 -0.405	 -0.220
       0:02.569	 -0.400	 -0.225
       0:02.572	 -0.390	 -0.235
       0:02.575	 -0.405	 -0.250
       0:02.578	 -0.425	 -0.280
       0:02.581	 -0.460	 -0.305
       0:02.583	 -0.475	 -0.325
       0:02.586	 -0.505	 -0.345
       0:02.589	 -0.510	 -0.375
       0:02.592	 -0.525	 -0.415
       0:02.594	 -0.540	 -0.425
       0:02.597	 -0.600	 -0.385
       0:02.600	 -0.645	 -0.295
       0:02.603	 -0.630	 -0.180
       0:02.606	 -0.575	 -0.065
       0:02.608	 -0.495	  0.035
       0:02.611	 -0.385	  0.130
       0:02.614	 -0.270	  0.240
       0:02.617	 -0.115	  0.370
       0:02.619	  0.090	  0.495
       0:02.622	  0.370	  0.610
       0:02.625	  0.635	  0.655
       0:02.628	  0.810	  0.545
       0:02.631	  0.860	  0.230
       0:02.633	  0.770	 -0.105
       0:02.636	  0.475	 -0.280
       0:02.639	  0.065	 -0.285
       0:02.642	 -0.305	 -0.255
       0:02.644	 -0.500	 -0.255
       0:02.647	 -0.520	 -0.260
       0:02.650	 -0.475	 -0.230
       0:02.653	 -0.410	 -0.220
       0:02.656	 -0.390	 -0.245
       0:02.658	 -0.390	 -0.255
       0:02.661	 -0.400	 -0.260
       0:02.664	 -0.410	 -0.250
       0:02.667	 -0.405	 -0.235
       0:02.669	 -0.385	 -0.245
       0:02.672	 -0.390	 -0.245
       0:02.675	 -0.395	 -0.260
       0:02.678	 -0.405	 -0.265
       0:02.681	 -0.410	 -0.265
       0:02.683	 -0.405	 -0.260
       0:02.686	 -0.400	 -0.240
       0:02.689	 -0.390	 -0.245
       0:02.692	 -0.395	 -0.260
       0:02.694	 -0.410	 -0.270
       0:02.697	 -0.415	 -0.270
       0:02.700	 -0.410	 -0.255
       0:02.703	 -0.395	 -0.255
       0:02.706	 -0.405	 -0.250
       0:02.708	 -0.410	 -0.265
       0:02.711	 -0.405	 -0.270
       0:02.714	 -0.405	 -0.270
       0:02.717	 -0.410	 -0.265
       0:02.719	 -0.390	 -0.250
       0:02.722	 -0.385	 -0.245
       0:02.725	 -0.390	 -0.265
       0:02.728	 -0.395	 -0.270
       0:02.731	 -0.400	 -0.260
       0:02.733	 -0.400	 -0.255
       0:02.736	 -0.400	 -0.245
       0:02.739	 -0.395	 -0.250
       0:02.742	 -0.395	 -0.260
       0:02.744	 -0.405	 -0.270
       0:02.747	 -0.405	 -0.260
       0:02.750	 -0.400	 -0.255
       0:02.753	 -0.395	 -0.250
       0:02.756	 -0.385	 -0.255
       0:02.758	 -0.375	 -0.255
       0:02.761	 -0.385	 -0.275
       0:02.764	 -0.395	 -0.270
       0:02.767	 -0.390	 -0.265
       0:02.769	 -0.385	 -0.260
       0:02.772	 -0.375	 -0.260
       0:02.775	 -0.385	 -0.275
       0:02.778	 -0.395	 -0.270
       0:02.781	 -0.395	 -0.260
       0:02.783	 -0.385	 -0.245
       0:02.786	 -0.375	 -0.255
       0:02.789	 -0.375	 -0.265
       0:02.792	 -0.385	 -0.265
       0:02.794	 -0.395	 -0.270
       0:02.797	 -0.390	 -0.265
       0:02.800	 -0.390	 -0.260
       0:02.803	 -0.365	 -0.270
       0:02.806	 -0.375	 -0.265
       0:02.808	 -0.385	 -0.270
       0:02.811	 -0.395	 -0.280
       0:02.814	 -0.380	 -0.285
       0:02.817	 -0.385	 -0.280
       0:02.819	 -0.375	 -0.285
       0:02.822	 -0.380	 -0.290
       0:02.825	 -0.390	 -0.310
       0:02.828	 -0.380	 -0.305
       0:02.831	 -0.375	 -0.300
       0:02.833	 -0.375	 -0.300
       0:02.836	 -0.375	 -0.310
       0:02.839	 -0.375	 -0.325
       0:02.842	 -0.380	 -0.340
       0:02.844	 -0.390	 -0.340
       0:02.847	 -0.390	 -0.325
       0:02.850	 -0.365	 -0.320
       0:02.853	 -0.370	 -0.355
       0:02.856	 -0.375	 -0.360
       0:02.858	 -0.385	 -0.380
       0:02.861	 -0.390	 -0.385
       0:02.864	 -0.390	 -0.375
       0:02.867	 -0.375	 -0.365
       0:02.869	 -0.365	 -0.375
       0:02.872	 -0.385	 -0.385
       0:02.875	 -0.380	 -0.390
       0:02.878	 -0.390	 -0.395
       0:02.881	 -0.375	 -0.385
       0:02.883	 -0.375	 -0.375
       0:02.886	 -0.365	 -0.375
       0:02.889	 -0.370	 -0.375
       0:02.892	 -0.385	 -0.380
       0:02.894	 -0.395	 -0.365
       0:02.897	 -0.385	 -0.345
       0:02.900	 -0.385	 -0.335
       0:02.903	 -0.370	 -0.315
       0:02.906	 -0.365	 -0.310
       0:02.908	 -0.370	 -0.305
       0:02.911	 -0.375	 -0.290
       0:02.914	 -0.350	 -0.270
       0:02.917	 -0.335	 -0.255
       0:02.919	 -0.320	 -0.250
       0:02.922	 -0.315	 -0.245
       0:02.925	 -0.320	 -0.235
       0:02.928	 -0.325	 -0.235
       0:02.931	 -0.315	 -0.225
       0:02.933	 -0.295	 -0.220
       0:02.936	 -0.285	 -0.195
       0:02.939	 -0.300	 -0.215
       0:02.942	 -0.295	 -0.230
       0:02.944	 -0.285	 -0.215
       0:02.947	 -0.285	 -0.205
       0:02.950	 -0.280	 -0.195
       0:02.953	 -0.270	 -0.200
       0:02.956	 -0.280	 -0.195
       0:02.958	 -0.290	 -0.195
       0:02.961	 -0.295	 -0.205
       0:02.964	 -0.295	 -0.195
       0:02.967	 -0.290	 -0.180
       0:02.969	 -0.280	 -0.190
       0:02.972	 -0.290	 -0.205
       0:02.975	 -0.295	 -0.210
       0:02.978	 -0.310	 -0.205
       0:02.981	 -0.295	 -0.180
       0:02.983	 -0.285	 -0.185
       0:02.986	 -0.280	 -0.190
       0:02.989	 -0.275	 -0.205
       0:02.992	 -0.295	 -0.215
       0:02.994	 -0.305	 -0.215
       0:02.997	 -0.300	 -0.215
       0:03.000	 -0.295	 -0.190
       0:03.003	 -0.295	 -0.210
       0:03.006	 -0.285	 -0.200
       0:03.008	 -0.300	 -0.215
       0:03.011	 -0.305	 -0.220
       0:03.014	 -0.300	 -0.225
       0:03.017	 -0.295	 -0.215
       0:03.019	 -0.300	 -0.215
       0:03.022	 -0.305	 -0.230
       0:03.025	 -0.315	 -0.225
       0:03.028	 -0.310	 -0.225
       0:03.031	 -0.315	 -0.210
       0:03.033	 -0.295	 -0.210
       0:03.036	 -0.300	 -0.215
       0:03.039	 -0.310	 -0.230
       0:03.042	 -0.330	 -0.235
       0:03.044	 -0.340	 -0.230
       0:03.047	 -0.330	 -0.220
       0:03.050	 -0.320	 -0.215
       0:03.053	 -0.320	 -0.230
       0:03.056	 -0.315	 -0.235
       0:03.058	 -0.325	 -0.250
       0:03.061	 -0.335	 -0.245
       0:03.064	 -0.330	 -0.240
       0:03.067	 -0.315	 -0.220
       0:03.069	 -0.320	 -0.230
       0:03.072	 -0.320	 -0.230
       0:03.075	 -0.330	 -0.235
       0:03.078	 -0.345	 -0.240
       0:03.081	 -0.340	 -0.235
       0:03.083	 -0.335	 -0.220
       0:03.086	 -0.330	 -0.230
       0:03.089	 -0.335	 -0.240
       0:03.092	 -0.345	 -0.255
       0:03.094	 -0.350	 -0.245
       0:03.097	 -0.345	 -0.235
       0:03.100	 -0.340	 -0.220
       0:03.103	 -0.335	 -0.230
       0:03.106	 -0.335	 -0.240
       0:03.108	 -0.330	 -0.250
       0:03.111	 -0.335	 -0.255
       0:03.114	 -0.340	 -0.240
       0:03.117	 -0.335	 -0.225
       0:03.119	 -0.320	 -0.230
       0:03.122	 -0.340	 -0.235
       0:03.125	 -0.340	 -0.240
       0:03.128	 -0.350	 -0.245
       0:03.131	 -0.365	 -0.235
       0:03.133	 -0.360	 -0.230
       0:03.136	 -0.345	 -0.235
       0:03.139	 -0.345	 -0.240
       0:03.142	 -0.350	 -0.245
       0:03.144	 -0.350	 -0.235
       0:03.147	 -0.350	 -0.235
       0:03.150	 -0.340	 -0.230
       0:03.153	 -0.340	 -0.240
       0:03.156	 -0.345	 -0.235
       0:03.158	 -0.345	 -0.245
       0:03.161	 -0.380	 -0.250
       0:03.164	 -0.360	 -0.230
       0:03.167	 -0.360	 -0.210
       0:03.169	 -0.345	 -0.230
       0:03.172	 -0.345	 -0.235
       0:03.175	 -0.350	 -0.245
       0:03.178	 -0.355	 -0.250
       0:03.181	 -0.345	 -0.245
       0:03.183	 -0.330	 -0.230
       0:03.186	 -0.330	 -0.230
       0:03.189	 -0.335	 -0.235
       0:03.192	 -0.335	 -0.250
       0:03.194	 -0.340	 -0.250
       0:03.197	 -0.330	 -0.240
       0:03.200	 -0.320	 -0.225
       0:03.203	 -0.290	 -0.230
       0:03.206	 -0.290	 -0.235
       0:03.208	 -0.300	 -0.240
       0:03.211	 -0.305	 -0.245
       0:03.214	 -0.285	 -0.240
       0:03.217	 -0.280	 -0.225
       0:03.219	 -0.275	 -0.225
       0:03.222	 -0.280	 -0.230
       0:03.225	 -0.275	 -0.230
       0:03.228	 -0.270	 -0.225
       0:03.231	 -0.265	 -0.205
       0:03.233	 -0.250	 -0.210
       0:03.236	 -0.230	 -0.220
       0:03.239	 -0.245	 -0.205
       0:03.242	 -0.240	 -0.220
       0:03.244	 -0.255	 -0.220
       0:03.247	 -0.255	 -0.210
       0:03.250	 -0.245	 -0.190
       0:03.253	 -0.235	 -0.180
       0:03.256	 -0.255	 -0.180
       0:03.258	 -0.265	 -0.185
       0:03.261	 -0.260	 -0.190
       0:03.264	 -0.255	 -0.190
       0:03.267	 -0.270	 -0.185
       0:03.269	 -0.265	 -0.205
       0:03.272	 -0.280	 -0.200
       0:03.275	 -0.255	 -0.220
       0:03.278	 -0.250	 -0.220
       0:03.281	 -0.245	 -0.220
       0:03.283	 -0.265	 -0.210
       0:03.286	 -0.280	 -0.225
       0:03.289	 -0.300	 -0.220
       0:03.292	 -0.315	 -0.240
       0:03.294	 -0.325	 -0.245
       0:03.297	 -0.335	 -0.235
       0:03.300	 -0.345	 -0.230
       0:03.303	 -0.330	 -0.245
       0:03.306	 -0.335	 -0.245
       0:03.308	 -0.345	 -0.250
       0:03.311	 -0.360	 -0.255
       0:03.314	 -0.350	 -0.230
       0:03.317	 -0.340	 -0.225
       0:03.319	 -0.335	 -0.230
       0:03.322	 -0.345	 -0.245
       0:03.325	 -0.360	 -0.255
       0:03.328	 -0.365	 -0.265
       0:03.331	 -0.375	 -0.255
       0:03.333	 -0.370	 -0.245
       0:03.336	 -0.365	 -0.260
       0:03.339	 -0.365	 -0.250
       0:03.342	 -0.380	 -0.260
       0:03.344	 -0.375	 -0.270
       0:03.347	 -0.375	 -0.240
       0:03.350	 -0.365	 -0.245
       0:03.353	 -0.370	 -0.250
       0:03.356	 -0.360	 -0.250
       0:03.358	 -0.370	 -0.250
       0:03.361	 -0.380	 -0.265
       0:03.364	 -0.365	 -0.255
       0:03.367	 -0.360	 -0.245
       0:03.369	 -0.350	 -0.255
       0:03.372	 -0.355	 -0.265
       0:03.375	 -0.370	 -0.280
       0:03.378	 -0.385	 -0.305
       0:03.381	 -0.395	 -0.320
       0:03.383	 -0.430	 -0.350
       0:03.386	 -0.445	 -0.380
       0:03.389	 -0.485	 -0.390
       0:03.392	 -0.515	 -0.345
       0:03.394	 -0.565	 -0.240
       0:03.397	 -0.555	 -0.110
       0:03.400	 -0.475	 -0.020
       0:03.403	 -0.355	  0.040
       0:03.406	 -0.220	  0.110
       0:03.408	 -0.055	  0.220
       0:03.411	  0.185	  0.350
       0:03.414	  0.475	  0.440
       0:03.417	  0.705	  0.395
       0:03.419	  0.820	  0.155
       0:03.422	  0.780	 -0.170
       0:03.425	  0.535	 -0.380
       0:03.428	  0.145	 -0.410
       0:03.431	 -0.200	 -0.355
       0:03.433	 -0.420	 -0.320
       0:03.436	 -0.500	 -0.305
       0:03.439	 -0.480	 -0.300
       0:03.442	 -0.450	 -0.295
       0:03.444	 -0.410	 -0.295
       0:03.447	 -0.400	 -0.285
       0:03.450	 -0.390	 -0.300
       0:03.453	 -0.390	 -0.310
       0:03.456	 -0.400	 -0.305
       0:03.458	 -0.405	 -0.305
       0:03.461	 -0.425	 -0.295
       0:03.464	 -0.425	 -0.270
       0:03.467	 -0.405	 -0.270
       0:03.469	 -0.395	 -0.285
       0:03.472	 -0.405	 -0.305
       0:03.475	 -0.405	 -0.310
       0:03.478	 -0.415	 -0.300
       0:03.481	 -0.405	 -0.290
       0:03.483	 -0.385	 -0.275
       0:03.486	 -0.390	 -0.285
       0:03.489	 -0.395	 -0.285
       0:03.492	 -0.395	 -0.305
       0:03.494	 -0.395	 -0.290
       0:03.497	 -0.395	 -0.290
       0:03.500	 -0.385	 -0.285
       0:03.503	 -0.390	 -0.285
       0:03.506	 -0.390	 -0.290
       0:03.508	 -0.400	 -0.300
       0:03.511	 -0.425	 -0.295
       0:03.514	 -0.410	 -0.285
       0:03.517	 -0.400	 -0.275
       0:03.519	 -0.395	 -0.290
       0:03.522	 -0.400	 -0.295
       0:03.525	 -0.405	 -0.275
       0:03.528	 -0.425	 -0.285
       0:03.531	 -0.415	 -0.285
       0:03.533	 -0.405	 -0.260
       0:03.536	 -0.405	 -0.270
       0:03.539	 -0.405	 -0.265
       0:03.542	 -0.410	 -0.285
       0:03.544	 -0.415	 -0.290
       0:03.547	 -0.405	 -0.295
       0:03.550	 -0.420	 -0.280
       0:03.553	 -0.405	 -0.290
       0:03.556	 -0.410	 -0.295
       0:03.558	 -0.410	 -0.300
       0:03.561	 -0.420	 -0.310
       0:03.564	 -0.415	 -0.305
       0:03.567	 -0.405	 -0.295
       0:03.569	 -0.395	 -0.300
       0:03.572	 -0.395	 -0.280
       0:03.575	 -0.395	 -0.290
       0:03.578	 -0.400	 -0.305
       0:03.581	 -0.395	 -0.290
       0:03.583	 -0.395	 -0.285
       0:03.586	 -0.405	 -0.305
       0:03.589	 -0.405	 -0.310
       0:03.592	 -0.420	 -0.315
       0:03.594	 -0.435	 -0.305
       0:03.597	 -0.415	 -0.295
       0:03.600	 -0.405	 -0.290
       0:03.603	 -0.395	 -0.295
       0:03.606	 -0.390	 -0.300
       0:03.608	 -0.415	 -0.305
       0:03.611	 -0.405	 -0.325
       0:03.614	 -0.405	 -0.310
       0:03.617	 -0.400	 -0.300
       0:03.619	 -0.395	 -0.310
       0:03.622	 -0.395	 -0.335
       0:03.625	 -0.405	 -0.340
       0:03.628	 -0.420	 -0.350
       0:03.631	 -0.415	 -0.355
       0:03.633	 -0.400	 -0.340
       0:03.636	 -0.395	 -0.350
       0:03.639	 -0.400	 -0.365
       0:03.642	 -0.405	 -0.380
       0:03.644	 -0.425	 -0.400
       0:03.647	 -0.425	 -0.385
       0:03.650	 -0.425	 -0.380
       0:03.653	 -0.420	 -0.390
       0:03.656	 -0.425	 -0.400
       0:03.658	 -0.450	 -0.405
       0:03.661	 -0.445	 -0.405
       0:03.664	 -0.450	 -0.405
       0:03.667	 -0.435	 -0.415
       0:03.669	 -0.445	 -0.415
       0:03.672	 -0.470	 -0.420
       0:03.675	 -0.455	 -0.415
       0:03.678	 -0.460	 -0.425
       0:03.681	 -0.440	 -0.410
       0:03.683	 -0.435	 -0.395
       0:03.686	 -0.425	 -0.385
       0:03.689	 -0.430	 -0.405
       0:03.692	 -0.445	 -0.395
       0:03.694	 -0.450	 -0.395
       0:03.697	 -0.445	 -0.375
       0:03.700	 -0.430	 -0.370
       0:03.703	 -0.420	 -0.375
       0:03.706	 -0.410	 -0.375
       0:03.708	 -0.425	 -0.370
       0:03.711	 -0.420	 -0.360
       0:03.714	 -0.405	 -0.345
       0:03.717	 -0.380	 -0.320
       0:03.719	 -0.370	 -0.305
       0:03.722	 -0.365	 -0.305
       0:03.725	 -0.365	 -0.300
       0:03.728	 -0.365	 -0.285
       0:03.731	 -0.345	 -0.275
       0:03.733	 -0.330	 -0.260
       0:03.736	 -0.315	 -0.245
       0:03.739	 -0.305	 -0.245
       0:03.742	 -0.305	 -0.250
       0:03.744	 -0.320	 -0.255
       0:03.747	 -0.310	 -0.245
       0:03.750	 -0.310	 -0.230
       0:03.753	 -0.305	 -0.235
       0:03.756	 -0.310	 -0.245
       0:03.758	 -0.315	 -0.255
       0:03.761	 -0.320	 -0.255
       0:03.764	 -0.315	 -0.225
       0:03.767	 -0.305	 -0.230
       0:03.769	 -0.305	 -0.235
       0:03.772	 -0.295	 -0.240
       0:03.775	 -0.310	 -0.250
       0:03.778	 -0.320	 -0.245
       0:03.781	 -0.310	 -0.225
       0:03.783	 -0.315	 -0.215
       0:03.786	 -0.295	 -0.220
       0:03.789	 -0.300	 -0.240
       0:03.792	 -0.305	 -0.250
       0:03.794	 -0.300	 -0.255
       0:03.797	 -0.285	 -0.245
       0:03.800	 -0.280	 -0.240
       0:03.803	 -0.290	 -0.235
       0:03.806	 -0.295	 -0.245
       0:03.808	 -0.305	 -0.255
       0:03.811	 -0.325	 -0.250
       0:03.814	 -0.305	 -0.235
       0:03.817	 -0.300	 -0.230
       0:03.819	 -0.300	 -0.250
       0:03.822	 -0.315	 -0.260
       0:03.825	 -0.325	 -0.275
       0:03.828	 -0.335	 -0.280
       0:03.831	 -0.325	 -0.275
       0:03.833	 -0.315	 -0.260
       0:03.836	 -0.320	 -0.270
       0:03.839	 -0.335	 -0.255
       0:03.842	 -0.330	 -0.265
       0:03.844	 -0.340	 -0.255
       0:03.847	 -0.325	 -0.265
       0:03.850	 -0.325	 -0.260
       0:03.853	 -0.320	 -0.265
       0:03.856	 -0.315	 -0.265
       0:03.858	 -0.335	 -0.275
       0:03.861	 -0.335	 -0.270
       0:03.864	 -0.345	 -0.265
       0:03.867	 -0.335	 -0.255
       0:03.869	 -0.325	 -0.255
       0:03.872	 -0.330	 -0.265
       0:03.875	 -0.315	 -0.275
       0:03.878	 -0.335	 -0.290
       0:03.881	 -0.330	 -0.275
       0:03.883	 -0.330	 -0.260
       0:03.886	 -0.330	 -0.270
       0:03.889	 -0.330	 -0.265
       0:03.892	 -0.335	 -0.270
       0:03.894	 -0.340	 -0.265
       0:03.897	 -0.330	 -0.265
       0:03.900	 -0.320	 -0.250
